Anos atividade,Região,Receitas,Ativos,Montante,BR,Prazo,# pmts pagas,Taxa ind.,Taxa med,target
7,8,3,4,25000,5,24,24.0,0.0708,0.07042804205077008,0
7,5,1,1,40000,1,48,3.0,0.0679,0.0679,0
3,6,2,3,20000,6,24,22.0,0.0834,0.08332155120013528,0
2,7,2,1,15000,6,24,9.0,0.0834,0.0834,0
5,7,2,1,20000,1,36,15.0,0.0648851944999995,0.06485180756982285,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
9,8,4,3,20000,6,36,17.0,0.0874,0.0873810637372066,0
8,2,2,1,20000,1,36,12.0,0.0649,0.06483784947635952,0
3,4,1,1,10000,3,36,1.0,0.1,0.1,0
3,7,1,1,5000,6,36,0.0,0.08560000000000001,0.08560000000000001,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
12,5,1,1,15000,5,36,14.0,0.07486817584879389,0.0747995333548945,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
10,2,4,0,15000,5,2,2.0,0.0605,0.060455829999999995,0
3,7,1,1,20000,1,48,2.0,0.0679,0.0679,0
9,7,2,3,20000,1,36,36.0,0.0648851944999995,0.06493147329942953,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
26,8,2,3,20000,7,24,20.0,0.0959,0.09589705063189098,0
4,5,2,3,25000,1,36,19.0,0.0649,0.06484322423809141,0
17,6,2,2,10000,5,24,24.0,0.0708,0.0707982003074599,0
8,8,2,1,15000,6,36,22.0,0.0874,0.08732577465519634,0
15,5,2,1,20000,0,24,7.0,0.0408,0.0408,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
7,7,4,3,15000,4,24,24.0,0.046,0.04850599858204957,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
8,8,2,3,10000,5,12,12.0,0.0605,0.10827036837481663,0
2,7,1,1,25000,6,12,12.0,0.0731,0.07309658012882812,0
2,7,2,1,15000,3,24,4.0,0.08,0.08,0
8,5,2,4,50000,4,48,1.0,0.0579,0.0579,0
5,7,2,3,25000,0,36,5.0,0.0431,0.0431,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,8,4,3,40000,6,48,16.0,0.0917,0.09169138164035573,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,4,3,2,20000,5,48,6.0,0.07919999999999999,0.07919999999999999,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
7,7,3,1,13500,6,36,10.0,0.0874,0.0874,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
31,6,2,3,10000,6,36,2.0,0.08560000000000001,0.08560000000000001,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
9,8,4,3,25000,1,36,8.0,0.0649,0.0649,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
5,6,2,3,15000,6,36,8.0,0.0874,0.0874,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
11,8,2,3,20000,1,36,14.0,0.0648851944999995,0.0649,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
26,4,1,1,10000,7,36,13.0,0.0999,0.09990000000044634,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
8,1,2,3,10000,5,12,12.0,0.0617,0.06596224132291922,0
9,5,2,3,15000,1,48,8.0,0.0692,0.0692,0
8,8,4,2,25000,1,36,25.0,0.0649,0.07472824716006439,0
8,7,2,3,15000,2,28,5.0,0.1,0.09589983333828134,0
3,8,1,3,20000,6,36,10.0,0.0874,0.0874,0
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
1,8,1,1,15000,3,24,4.0,0.06,0.06,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
15,7,2,3,20000,5,36,9.0,0.0748,0.0748,0
13,8,3,2,20000,5,36,5.0,0.0731,0.0731,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
13,7,3,4,20000,5,36,12.0,0.0748,0.07479135340757434,0
3,5,2,1,25000,5,24,9.0,0.0708,0.0708,0
8,7,3,4,30000,1,36,15.0,0.0648851944999995,0.06488750966559911,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
47,7,2,3,15000,5,24,24.0,0.0708,0.07131078175671908,0
11,3,2,0,25000,1,36,8.0,0.0649,0.0649,0
9,5,1,3,20000,4,48,4.0,0.0592,0.0592,0
10,2,1,0,5000,5,2,2.0,0.0605,0.0604942,0
5,7,2,3,20000,6,24,17.0,0.0834,0.0834,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
8,8,2,3,15000,5,36,2.0,0.0731,0.0731,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
24,7,2,3,10000,5,36,2.0,0.0731,0.0731,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
4,8,4,1,15000,5,24,24.0,0.0708,0.07077850502652479,0
25,7,1,2,5000,5,24,24.0,0.0716,0.07251407987736185,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
7,0,1,1,20000,7,24,19.0,0.0959,0.09589677550167862,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
10,2,0,0,10000,5,3,3.0,0.0605,0.060496,0
30,8,2,4,40000,5,36,13.0,0.0748,0.07737741496181154,0
10,8,0,4,25000,5,36,14.0,0.07486817584879389,0.07479128174379696,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
11,7,2,2,50000,6,12,12.0,0.0731,0.07929464039410636,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,7,1,1,10000,5,36,4.0,0.0731,0.0731,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
30,7,0,4,40000,1,36,7.0,0.0649,0.0649,0
3,5,1,1,10000,7,24,24.0,0.0959,0.0958999999999951,0
7,7,4,4,15000,7,24,24.0,0.0959,0.09560302126161399,0
16,3,3,4,30000,5,48,16.0,0.0792,0.0792,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
23,8,1,3,15000,5,24,14.0,0.07079645043014725,0.07080000000000515,0
3,8,2,3,15000,7,24,24.0,0.0959,0.09589999999998994,0
3,8,2,1,40000,1,48,6.0,0.0692,0.0692,0
6,8,4,3,10000,5,6,6.0,0.0617,0.08349539764100934,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
7,5,3,2,25000,1,24,24.0,0.060899999999999996,0.0607,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
8,4,2,3,20000,5,36,22.0,0.0748,0.075097552913127,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
46,7,2,2,10000,5,24,24.0,0.0708,0.09235783423436397,0
24,4,3,2,15000,5,36,8.0,0.0748,0.0748,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
20,9,3,4,15000,4,24,24.0,0.0509,0.050901366708062695,0
3,5,1,3,20000,7,36,24.0,0.0999,0.09988767816613742,0
11,3,1,3,10000,6,24,7.0,0.0834,0.0834,0
9,6,4,2,10000,4,12,12.0,0.0417,0.07277812456567373,0
7,4,2,4,6000,7,36,5.0,0.0999,0.0999,0
5,7,2,3,15000,5,36,8.0,0.0748,0.0748,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
4,7,2,1,15000,6,24,7.0,0.0834,0.0834,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
4,6,0,1,5000,6,36,10.0,0.0874,0.0874,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
6,4,1,1,15000,5,36,8.0,0.0748,0.0748,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
41,8,3,4,20000,4,18,18.0,0.0455,0.045576712850219074,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
4,5,2,1,10000,6,18,15.0,0.0781,0.07819960001800796,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,6,2,1,15000,6,36,9.0,0.0874,0.0874,0
2,5,2,3,25000,1,36,15.0,0.0648851944999995,0.06657223668235912,0
5,7,2,3,15000,5,24,14.0,0.07079645043014725,0.07079340058559921,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
4,5,2,3,30000,1,36,7.0,0.0649,0.0649,0
37,5,2,3,10000,5,24,21.0,0.0708,0.07079740041528809,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
10,7,3,1,10000,5,36,11.0,0.0748,0.0748,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
17,8,1,3,15000,4,36,12.0,0.054900000000000004,0.05477569997306926,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
3,7,2,3,10000,1,36,6.0,0.0649,0.0649,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
5,5,1,3,40000,4,12,12.0,0.0406,0.03992258,0
4,7,2,3,15000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
8,5,2,1,20000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
21,8,3,4,30000,1,24,20.0,0.0609,0.06083434293744637,0
6,4,4,3,15000,2,60,18.0,0.1,0.09588251169581935,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
11,8,2,3,20000,2,10,2.0,0.1,0.09561570735021485,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
32,3,2,3,15000,5,24,15.0,0.07079645043014725,0.07079920004820384,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
7,7,4,4,15000,1,12,12.0,0.0506,0.05057013784794996,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
3,4,2,3,10000,5,36,1.0,0.0731,0.0731,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
8,0,2,3,11000,7,2,2.0,0.08560000000000001,0.08555999999992062,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
13,4,2,4,10000,5,12,12.0,0.0605,0.06594667288755038,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
3,4,2,1,10000,7,36,10.0,0.0999,0.0999,0
7,7,4,3,20000,5,36,0.0,0.0731,0.0731,0
15,0,3,3,15000,5,36,9.0,0.0748,0.0748,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,7,2,3,20000,6,36,36.0,0.0874,0.08732774460964492,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
10,7,1,1,20000,4,48,4.0,0.0579,0.0579,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
2,5,1,1,10000,6,48,0.0,0.0904,0.0904,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
7,7,4,3,20000,1,24,12.0,0.060899999999999996,0.06083519070698744,0
22,5,2,4,40000,1,60,4.0,0.0728,0.0728,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
21,8,2,3,75000,0,36,1.0,0.0431,0.0431,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
22,8,2,1,15000,5,36,5.0,0.0731,0.0731,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
11,8,2,3,20000,6,24,15.0,0.0834,0.08339757525050473,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
37,8,3,4,10000,4,12,12.0,0.0417,0.04436607844318432,0
9,5,2,1,10000,5,24,24.0,0.0708,0.0843508787301124,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
18,4,4,3,20000,1,24,24.0,0.0609,0.060829990141362394,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
17,7,4,2,10000,5,24,24.0,0.0708,0.07079580088375464,0
8,9,3,4,15000,5,24,13.0,0.0708,0.07065650703174409,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
3,8,1,1,15000,7,36,15.0,0.09990000000019456,0.09989900004316069,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
9,4,3,2,15000,5,36,1.0,0.0731,0.0731,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
9,4,0,0,15000,1,12,12.0,0.0506,0.05052333889743975,0
4,8,2,3,20000,2,60,16.0,0.1,0.08264938580956174,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
6,7,4,4,10000,4,12,12.0,0.0417,0.04385198455981359,0
3,1,3,3,30000,5,36,6.0,0.0748,0.0748,0
16,8,2,1,15000,5,12,12.0,0.0605,0.06045108466058387,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
12,8,1,3,15000,7,36,23.0,0.0999,0.09982812567569498,0
13,4,2,3,15000,6,36,5.0,0.0874,0.0874,0
7,4,1,1,10000,5,36,7.0,0.0748,0.0748,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
3,5,3,4,50000,0,36,7.0,0.044800000000000006,0.044800000000000006,0
7,4,0,4,100000,2,48,6.0,0.035,0.03499998,0
34,7,1,1,20000,0,60,1.0,0.0528,0.0528,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
14,5,1,2,15000,3,24,15.0,0.08,0.07996400044807103,0
26,8,2,3,10000,5,36,12.0,0.0748,0.07480000000180095,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
8,8,2,3,10000,7,24,24.0,0.0959,0.10996765836213981,0
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
26,8,3,4,50000,1,60,3.0,0.0728,0.0728,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
3,5,1,1,10000,6,36,12.0,0.0874,0.0874000000009144,0
8,8,4,3,20000,6,36,4.0,0.08560000000000001,0.08560000000000001,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
11,7,2,3,15000,5,36,0.0,0.0731,0.0731,0
4,7,2,3,10000,6,36,7.0,0.0874,0.0873952,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
5,8,2,3,25000,1,36,9.0,0.0649,0.0649,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
5,8,1,1,20000,4,48,5.0,0.0592,0.0592,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
16,7,1,3,15000,6,36,13.0,0.0874,0.08740000000091057,0
8,4,2,2,10000,5,12,12.0,0.0605,0.06566432604910066,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
20,7,2,2,10000,6,36,11.0,0.0874,0.0874,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
6,8,2,3,21000,4,60,3.0,0.06280000000000001,0.06280000000000001,0
13,8,2,3,50000,0,48,4.0,0.0479,0.0479,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
5,8,1,1,10000,1,24,16.0,0.06087675517637628,0.0609,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
29,8,2,2,45000,4,36,1.0,0.053099999999999994,0.053099999999999994,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
13,8,2,1,5000,0,24,4.0,0.0408,0.0408,0
5,8,1,1,5000,1,36,8.0,0.0649,0.0649,0
15,9,3,4,10000,4,24,24.0,0.0509,0.05085725570939477,0
3,5,1,1,15000,5,36,7.0,0.0748,0.0748,0
8,7,2,3,15000,1,36,2.0,0.06309999999999999,0.06309999999999999,0
11,3,4,3,25000,5,36,36.0,0.0748,0.07695549794053608,0
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
11,6,2,3,30000,4,60,4.0,0.06280000000000001,0.06280000000000001,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
41,4,3,0,25000,5,24,24.0,0.0708,0.07080703124998543,0
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
6,4,1,4,20000,7,24,24.0,0.0957,0.09571673547644527,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
7,8,2,3,10000,7,24,24.0,0.0959,0.09557943346884223,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
28,6,3,1,15000,6,48,11.0,0.0917,0.0917,0
9,7,2,4,25000,5,36,2.0,0.0731,0.0731,0
6,7,1,1,20000,5,36,23.0,0.0748,0.07501621,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
2,7,2,1,25000,7,36,21.0,0.0999,0.09983404115390063,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
5,6,3,2,25000,6,24,9.0,0.0834,0.0882,1
4,7,2,3,30000,5,36,13.0,0.0748,0.07489104884588076,0
8,8,2,3,13000,7,36,13.0,0.0999,0.0999,0
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
10,8,4,1,12000,7,1,1.0,0.08560000000000001,0.08534716666677529,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
6,8,2,3,30000,1,24,18.0,0.0609,0.0609,0
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
27,1,3,3,15000,5,36,11.0,0.0748,0.0748,0
25,7,2,4,20000,4,36,25.0,0.049,0.04928742027178372,1
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,2,1,7500,7,12,6.0,0.0856,0.08538059223862952,1
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
3,7,1,1,15000,5,24,12.0,0.0708,0.07076294155698071,0
14,1,4,0,15000,5,24,24.0,0.0708,0.07078946913712633,0
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
4,5,4,3,20000,6,24,22.0,0.0834,0.08332312852809448,0
15,8,4,3,30000,1,36,36.0,0.0649,0.06484561221443988,0
9,5,0,4,20000,1,36,29.0,0.0649,0.06716078067599726,0
8,8,3,3,20000,5,24,5.0,0.0708,0.0800302000018024,1
7,8,3,2,20000,1,24,24.0,0.0609,0.0607,0
5,8,3,3,25000,4,24,16.0,0.0509,0.05089734042601454,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
13,7,3,4,15000,6,36,36.0,0.0874,0.0874,0
5,8,2,3,30000,4,60,4.0,0.06280000000000001,0.06280000000000001,0
4,0,4,1,20000,4,24,8.0,0.0509,0.0509,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
30,8,2,4,30000,5,24,24.0,0.0708,0.07079875006858018,0
19,6,2,3,21000,5,24,24.0,0.07079645043014725,0.07074905778162806,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
10,7,4,4,10000,5,18,10.0,0.0657,0.0826290636468637,1
7,8,1,3,15000,7,24,19.0,0.0959,0.09613233089501405,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
35,0,2,3,40000,1,36,14.0,0.0648851944999995,0.06477614470634088,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
9,3,2,3,15000,5,36,12.0,0.0748,0.07478891198477033,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
2,4,1,1,15000,4,48,17.0,0.0592,0.05919920009538565,0
4,8,2,3,25000,5,24,15.0,0.0708,0.0898461130538169,1
13,4,3,2,15000,4,24,24.0,0.0509,0.050889932393984205,0
15,8,3,4,20000,5,24,9.0,0.0708,0.07079012616882734,1
22,8,3,4,25000,5,48,2.0,0.0779,0.0779,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
2,8,1,1,10000,3,36,4.0,0.08,0.08,0
12,8,4,4,15000,7,36,10.0,0.09990000000019456,0.0999,1
11,2,4,3,25000,1,60,3.0,0.0728,0.0728,0
8,7,2,4,50000,1,48,10.0,0.0692,0.0692,0
1,0,1,1,30000,3,36,1.0,0.1,0.1,0
8,7,3,3,16500,7,36,10.0,0.0999,0.10339805209032615,1
8,0,2,3,20000,7,2,2.0,0.08560000000000001,0.08549592499987525,0
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
8,7,4,3,25000,5,24,17.0,0.0708,0.07079728062678621,0
3,4,2,3,15000,7,24,18.0,0.0959,0.09589999999999962,0
17,5,0,0,12500,5,2,2.0,0.0605,0.060485199999999996,0
20,0,2,1,30000,6,36,10.0,0.0874,0.0874,0
4,5,4,2,15000,7,24,9.0,0.0959,0.09588868423584493,1
3,8,3,3,15000,7,24,12.0,0.0959,0.09589366953086623,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
4,7,3,3,20000,6,36,12.0,0.0874,0.08739947507625313,1
5,7,2,3,15000,7,24,24.0,0.0959,0.09589640095677918,0
8,7,2,3,10000,7,24,13.0,0.0959,0.09589999999999871,1
6,8,2,1,10000,6,36,0.0,0.08560000000000001,0.08560000000000001,0
3,8,2,3,25000,5,48,11.0,0.0792,0.0793,1
26,1,2,3,10000,5,24,24.0,0.0708,0.07077260434547372,0
2,7,1,3,10000,5,12,12.0,0.0617,0.0739727998714244,0
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
4,8,2,1,20000,6,24,18.0,0.0834,0.0833747783135583,1
13,7,1,3,15000,5,36,5.0,0.0748,0.0748,0
12,8,4,4,20000,7,36,16.0,0.0959,0.09588445098528983,1
25,7,2,4,12500,4,24,15.0,0.0509,0.05991543743210814,1
3,8,3,4,10000,5,12,9.0,0.0617,0.08871241216343695,1
11,4,0,0,25000,1,36,8.0,0.0649,0.0649,0
4,4,2,3,30000,5,36,11.0,0.0748,0.08322199746491125,1
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
5,7,3,4,30000,5,24,20.0,0.0708,0.07073180538629395,0
15,9,4,4,15000,4,36,24.0,0.0549,0.0662553168670641,1
55,9,2,4,10000,1,18,18.0,0.0557,0.05552813455576627,0
3,7,1,3,25000,6,36,12.0,0.0874,0.08738234962785899,1
